Dataset,SiteCode,POC,Date,SiteName,Latitude,Longitude,Elevation,State,ammNO3f_Val,ammNO3f_Unit,ammSO4f_Val,ammSO4f_Unit,ECf_Val,ECf_Unit,OMCf_Val,OMCf_Unit,SOILf_Val,SOILf_Unit,SVR_Val,SVR_Unit
IMPRHR2GM,THSI1,1,01/01/2012,Three Sisters Wilderness,44.291,-122.0434,885,OR,0.08419,ug/m^3,0.49871,ug/m^3,0.13219,ug/m^3,1.71888,ug/m^3,0.72606,ug/m^3,205.29111,km
IMPRHR2GM,THSI1,1,01/01/2013,Three Sisters Wilderness,44.291,-122.0434,885,OR,0.07268,ug/m^3,0.39605,ug/m^3,0.07512,ug/m^3,1.20142,ug/m^3,0.2088,ug/m^3,220.00737,km
IMPRHR2GM,THSI1,1,01/01/2014,Three Sisters Wilderness,44.291,-122.0434,885,OR,0.08188,ug/m^3,0.48301,ug/m^3,0.08221,ug/m^3,1.28174,ug/m^3,0.2795,ug/m^3,203.88962,km
IMPRHR2GM,THSI1,1,01/01/2015,Three Sisters Wilderness,44.291,-122.0434,885,OR,0.09799,ug/m^3,0.46181,ug/m^3,0.11446,ug/m^3,2.20223,ug/m^3,0.33462,ug/m^3,190.57088,km
IMPRHR2GM,THSI1,1,01/01/2016,Three Sisters Wilderness,44.291,-122.0434,885,OR,0.09231,ug/m^3,0.36197,ug/m^3,0.07345,ug/m^3,1.31724,ug/m^3,0.3896,ug/m^3,211.86921,km
IMPRHR2GM,THSI1,1,01/01/2017,Three Sisters Wilderness,44.291,-122.0434,885,OR,0.11124,ug/m^3,0.3999,ug/m^3,0.21948,ug/m^3,5.5617,ug/m^3,0.4337,ug/m^3,198.32966,km
IMPRHR2GM,THSI1,1,01/01/2018,Three Sisters Wilderness,44.291,-122.0434,885,OR,0.09656,ug/m^3,0.37242,ug/m^3,0.12892,ug/m^3,1.89201,ug/m^3,0.31025,ug/m^3,203.57897,km
IMPRHR2GM,THSI1,1,01/01/2019,Three Sisters Wilderness,44.291,-122.0434,885,OR,0.0812,ug/m^3,0.41459,ug/m^3,0.09817,ug/m^3,1.1636,ug/m^3,0.45135,ug/m^3,200.68328,km
IMPRHR2GM,THSI1,1,01/01/2020,Three Sisters Wilderness,44.291,-122.0434,885,OR,0.07366,ug/m^3,0.36866,ug/m^3,0.08672,ug/m^3,1.21837,ug/m^3,0.218,ug/m^3,219.8726,km
IMPRHR2GM,THSI1,1,01/01/2021,Three Sisters Wilderness,44.291,-122.0434,885,OR,0.09924,ug/m^3,0.36776,ug/m^3,0.16529,ug/m^3,3.08961,ug/m^3,0.4956,ug/m^3,187.73569,km
IMPRHR2GM,TRIN1,1,01/01/2010,Trinity,40.7864,-122.8046,1014,CA,0.14328,ug/m^3,0.49075,ug/m^3,0.06893,ug/m^3,1.03712,ug/m^3,0.32937,ug/m^3,209.41527,km
IMPRHR2GM,TRIN1,1,01/01/2011,Trinity,40.7864,-122.8046,1014,CA,0.13209,ug/m^3,0.57881,ug/m^3,0.10812,ug/m^3,1.70677,ug/m^3,0.21025,ug/m^3,194.0734,km
IMPRHR2GM,TRIN1,1,01/01/2012,Trinity,40.7864,-122.8046,1014,CA,0.16411,ug/m^3,0.52399,ug/m^3,0.14,ug/m^3,2.42729,ug/m^3,0.33438,ug/m^3,192.58922,km
IMPRHR2GM,TRIN1,1,01/01/2013,Trinity,40.7864,-122.8046,1014,CA,0.11007,ug/m^3,0.51467,ug/m^3,0.09819,ug/m^3,1.68462,ug/m^3,0.30141,ug/m^3,195.46276,km
IMPRHR2GM,TRIN1,1,01/01/2014,Trinity,40.7864,-122.8046,1014,CA,0.11185,ug/m^3,0.51648,ug/m^3,0.13025,ug/m^3,2.24701,ug/m^3,0.37253,ug/m^3,186.55131,km
IMPRHR2GM,TRIN1,1,01/01/2015,Trinity,40.7864,-122.8046,1014,CA,0.16264,ug/m^3,0.53228,ug/m^3,0.12936,ug/m^3,2.68901,ug/m^3,0.3443,ug/m^3,181.72706,km
IMPRHR2GM,TRIN1,1,01/01/2017,Trinity,40.7864,-122.8046,1014,CA,0.11853,ug/m^3,0.42959,ug/m^3,0.21664,ug/m^3,4.50186,ug/m^3,0.28772,ug/m^3,192.01724,km
IMPRHR2GM,TRIN1,1,01/01/2018,Trinity,40.7864,-122.8046,1014,CA,0.18866,ug/m^3,0.44877,ug/m^3,0.26605,ug/m^3,4.00231,ug/m^3,0.32648,ug/m^3,186.69267,km
IMPRHR2GM,TRIN1,1,01/01/2019,Trinity,40.7864,-122.8046,1014,CA,0.14368,ug/m^3,0.40185,ug/m^3,0.0867,ug/m^3,1.19301,ug/m^3,0.2262,ug/m^3,215.62556,km
IMPRHR2GM,TRIN1,1,01/01/2020,Trinity,40.7864,-122.8046,1014,CA,0.1729,ug/m^3,0.49451,ug/m^3,0.61329,ug/m^3,5.46995,ug/m^3,0.3719,ug/m^3,186.51136,km
IMPRHR2GM,TRIN1,1,01/01/2021,Trinity,40.7864,-122.8046,1014,CA,0.3196,ug/m^3,0.46873,ug/m^3,1.17021,ug/m^3,10.57292,ug/m^3,0.41026,ug/m^3,178.0084,km
IMPRHR2GM,VOYA2,1,01/01/2010,Voyageurs NP #2,48.4126,-92.8286,429,MN,0.45997,ug/m^3,1.26413,ug/m^3,0.12425,ug/m^3,1.65178,ug/m^3,0.35379,ug/m^3,151.61681,km
IMPRHR2GM,VOYA2,1,01/01/2011,Voyageurs NP #2,48.4126,-92.8286,429,MN,0.50038,ug/m^3,1.25734,ug/m^3,0.11684,ug/m^3,1.40573,ug/m^3,0.20589,ug/m^3,156.11013,km
IMPRHR2GM,VOYA2,1,01/01/2012,Voyageurs NP #2,48.4126,-92.8286,429,MN,0.61784,ug/m^3,1.13416,ug/m^3,0.12163,ug/m^3,1.47526,ug/m^3,0.2539,ug/m^3,154.32377,km
IMPRHR2GM,VOYA2,1,01/01/2013,Voyageurs NP #2,48.4126,-92.8286,429,MN,0.53917,ug/m^3,1.15261,ug/m^3,0.10657,ug/m^3,1.31768,ug/m^3,0.18723,ug/m^3,163.68012,km
IMPRHR2GM,VOYA2,1,01/01/2014,Voyageurs NP #2,48.4126,-92.8286,429,MN,0.57496,ug/m^3,1.11353,ug/m^3,0.09648,ug/m^3,1.25866,ug/m^3,0.19034,ug/m^3,159.87293,km
IMPRHR2GM,VOYA2,1,01/01/2015,Voyageurs NP #2,48.4126,-92.8286,429,MN,0.35014,ug/m^3,1.02072,ug/m^3,0.12968,ug/m^3,1.92549,ug/m^3,0.21711,ug/m^3,158.6453,km
IMPRHR2GM,VOYA2,1,01/01/2016,Voyageurs NP #2,48.4126,-92.8286,429,MN,0.28893,ug/m^3,0.76761,ug/m^3,0.10123,ug/m^3,1.41911,ug/m^3,0.14905,ug/m^3,183.05915,km
IMPRHR2GM,VOYA2,1,01/01/2017,Voyageurs NP #2,48.4126,-92.8286,429,MN,0.4873,ug/m^3,0.83128,ug/m^3,0.10624,ug/m^3,1.69401,ug/m^3,0.1624,ug/m^3,164.42026,km
IMPRHR2GM,VOYA2,1,01/01/2018,Voyageurs NP #2,48.4126,-92.8286,429,MN,0.58039,ug/m^3,0.72003,ug/m^3,0.12282,ug/m^3,1.61169,ug/m^3,0.17062,ug/m^3,174.40934,km
IMPRHR2GM,VOYA2,1,01/01/2019,Voyageurs NP #2,48.4126,-92.8286,429,MN,0.35902,ug/m^3,0.67837,ug/m^3,0.118,ug/m^3,1.33441,ug/m^3,0.14638,ug/m^3,190.33011,km
IMPRHR2GM,VOYA2,1,01/01/2020,Voyageurs NP #2,48.4126,-92.8286,429,MN,0.68169,ug/m^3,0.77208,ug/m^3,0.11922,ug/m^3,1.36831,ug/m^3,0.22537,ug/m^3,163.38407,km
IMPRHR2GM,VOYA2,1,01/01/2021,Voyageurs NP #2,48.4126,-92.8286,429,MN,0.55947,ug/m^3,0.76511,ug/m^3,0.1831,ug/m^3,2.54881,ug/m^3,0.27468,ug/m^3,164.03157,km
IMPRHR2GM,WHPA1,1,01/01/2010,White Pass,46.6243,-121.3881,1827.3333,WA,0.10516,ug/m^3,0.36237,ug/m^3,0.04237,ug/m^3,0.61074,ug/m^3,0.19742,ug/m^3,250.00863,km
IMPRHR2GM,WHPA1,1,01/01/2011,White Pass,46.6243,-121.3881,1827.3333,WA,0.06219,ug/m^3,0.36637,ug/m^3,0.04245,ug/m^3,0.52119,ug/m^3,0.09002,ug/m^3,254.3021,km
IMPRHR2GM,WHPA1,1,01/01/2012,White Pass,46.6243,-121.3881,1827.3333,WA,0.10479,ug/m^3,0.38739,ug/m^3,0.10909,ug/m^3,1.66445,ug/m^3,0.20567,ug/m^3,231.90616,km
IMPRHR2GM,WHPA1,1,01/01/2013,White Pass,46.6243,-121.3881,1827.3333,WA,0.08171,ug/m^3,0.34579,ug/m^3,0.05573,ug/m^3,0.84534,ug/m^3,0.12676,ug/m^3,253.35851,km
IMPRHR2GM,WHPA1,1,01/01/2014,White Pass,46.6243,-121.3881,1827.3333,WA,0.08055,ug/m^3,0.35988,ug/m^3,0.04872,ug/m^3,0.69483,ug/m^3,0.15844,ug/m^3,246.7616,km
IMPRHR2GM,WHPA1,1,01/01/2015,White Pass,46.6243,-121.3881,1827.3333,WA,0.0954,ug/m^3,0.36482,ug/m^3,0.09243,ug/m^3,1.51157,ug/m^3,0.1712,ug/m^3,239.13851,km
IMPRHR2GM,WHPA1,1,01/01/2016,White Pass,46.6243,-121.3881,1827.3333,WA,0.06755,ug/m^3,0.25535,ug/m^3,0.03411,ug/m^3,0.52263,ug/m^3,0.12195,ug/m^3,266.25419,km
IMPRHR2GM,WHPA1,1,01/01/2017,White Pass,46.6243,-121.3881,1827.3333,WA,0.14209,ug/m^3,0.32604,ug/m^3,0.15763,ug/m^3,3.10493,ug/m^3,0.1412,ug/m^3,243.21243,km
IMPRHR2GM,WHPA1,1,01/01/2018,White Pass,46.6243,-121.3881,1827.3333,WA,0.13773,ug/m^3,0.29801,ug/m^3,0.19617,ug/m^3,4.18317,ug/m^3,0.15797,ug/m^3,240.43993,km
IMPRHR2GM,WHPA1,1,01/01/2019,White Pass,46.6243,-121.3881,1827.3333,WA,0.07595,ug/m^3,0.33927,ug/m^3,0.05994,ug/m^3,0.60721,ug/m^3,0.1128,ug/m^3,248.12357,km
IMPRHR2GM,WHPA1,1,01/01/2021,White Pass,46.6243,-121.3881,1827.3333,WA,0.1026,ug/m^3,0.30751,ug/m^3,0.09019,ug/m^3,1.20875,ug/m^3,0.21021,ug/m^3,239.15584,km
IMPRHR2GM,WRIG1,1,01/01/2010,Wrightwood,34.37892,-117.69211,2106,CA,0.47421,ug/m^3,0.7304,ug/m^3,0.18394,ug/m^3,0.99281,ug/m^3,0.84812,ug/m^3,166.56247,km
IMPRHR2GM,WRIG1,1,01/01/2011,Wrightwood,34.37892,-117.69211,2106,CA,0.46683,ug/m^3,0.84008,ug/m^3,0.17339,ug/m^3,1.03224,ug/m^3,0.96455,ug/m^3,154.12914,km
IMPRHR2GM,YOSE1,1,01/01/2010,Yosemite NP,37.7133,-119.7061,1603,CA,0.20236,ug/m^3,0.69963,ug/m^3,0.09508,ug/m^3,1.22188,ug/m^3,0.54485,ug/m^3,201.66215,km
IMPRHR2GM,YOSE1,1,01/01/2011,Yosemite NP,37.7133,-119.7061,1603,CA,0.269,ug/m^3,0.87421,ug/m^3,0.12368,ug/m^3,1.78176,ug/m^3,0.37271,ug/m^3,184.00565,km
IMPRHR2GM,YOSE1,1,01/01/2012,Yosemite NP,37.7133,-119.7061,1603,CA,0.32803,ug/m^3,0.89174,ug/m^3,0.1116,ug/m^3,1.43214,ug/m^3,0.62954,ug/m^3,177.68412,km
IMPRHR2GM,YOSE1,1,01/01/2013,Yosemite NP,37.7133,-119.7061,1603,CA,0.33107,ug/m^3,0.77993,ug/m^3,0.15661,ug/m^3,2.38854,ug/m^3,0.54406,ug/m^3,172.07708,km
IMPRHR2GM,YOSE1,1,01/01/2014,Yosemite NP,37.7133,-119.7061,1603,CA,0.24386,ug/m^3,0.76339,ug/m^3,0.16349,ug/m^3,2.4248,ug/m^3,0.59295,ug/m^3,178.63012,km
IMPRHR2GM,YOSE1,1,01/01/2015,Yosemite NP,37.7133,-119.7061,1603,CA,0.31071,ug/m^3,0.8463,ug/m^3,0.12135,ug/m^3,2.31074,ug/m^3,0.4681,ug/m^3,170.28642,km
IMPRHR2GM,YOSE1,1,01/01/2016,Yosemite NP,37.7133,-119.7061,1603,CA,0.20017,ug/m^3,0.67466,ug/m^3,0.11984,ug/m^3,2.24269,ug/m^3,0.47374,ug/m^3,180.68612,km
IMPRHR2GM,YOSE1,1,01/01/2017,Yosemite NP,37.7133,-119.7061,1603,CA,0.36362,ug/m^3,0.76333,ug/m^3,0.46285,ug/m^3,9.2948,ug/m^3,0.40759,ug/m^3,157.57722,km
IMPRHR2GM,YOSE1,1,01/01/2018,Yosemite NP,37.7133,-119.7061,1603,CA,0.60335,ug/m^3,0.76178,ug/m^3,0.49057,ug/m^3,10.23824,ug/m^3,0.54453,ug/m^3,159.66829,km
IMPRHR2GM,YOSE1,1,01/01/2019,Yosemite NP,37.7133,-119.7061,1603,CA,0.28534,ug/m^3,0.73473,ug/m^3,0.15683,ug/m^3,2.06859,ug/m^3,0.49767,ug/m^3,181.44547,km
IMPRHR2GM,YOSE1,1,01/01/2020,Yosemite NP,37.7133,-119.7061,1603,CA,0.38231,ug/m^3,0.69415,ug/m^3,0.74894,ug/m^3,6.84698,ug/m^3,0.58964,ug/m^3,157.0497,km
IMPRHR2GM,YOSE1,1,01/01/2021,Yosemite NP,37.7133,-119.7061,1603,CA,0.35759,ug/m^3,0.67019,ug/m^3,0.2161,ug/m^3,3.33987,ug/m^3,0.66832,ug/m^3,166.9792,km
