Dataset,SiteCode,POC,Date,SiteName,State,ammNO3f_Val,ammNO3f_Unit,TCf_Val,TCf_Unit,CUf_Val,CUf_Unit,Pf_Val,Pf_Unit,Kf_Val,Kf_Unit,SeaSaltf_Val,SeaSaltf_Unit,SIf_Val,SIf_Unit,NAf_Val,NAf_Unit,SOILf_Val,SOILf_Unit,SRf_Val,SRf_Unit,SO4f_Val,SO4f_Unit,Sf_Val,Sf_Unit,TIf_Val,TIf_Unit,Vf_Val,Vf_Unit,ZNf_Val,ZNf_Unit
IMPAER,AGTI1,1,01/02/2022,Agua Tibia,CA,0.0352,ug/m^3,0.30768,ug/m^3,0.00047,ug/m^3,0,ug/m^3,0.01667,ug/m^3,0.03249,ug/m^3,0.0499,ug/m^3,-0.00062,ug/m^3,0.2247,ug/m^3,0.00034,ug/m^3,0.08621,ug/m^3,0.03222,ug/m^3,0.00136,ug/m^3,0,ug/m^3,0.00029,ug/m^3
IMPAER,AGTI1,1,01/05/2022,Agua Tibia,CA,0.38509,ug/m^3,0.96214,ug/m^3,0.00118,ug/m^3,0.00059,ug/m^3,0.01788,ug/m^3,0.00641,ug/m^3,0.04429,ug/m^3,0.02254,ug/m^3,0.25341,ug/m^3,0.00027,ug/m^3,0.11619,ug/m^3,0.04802,ug/m^3,0.00256,ug/m^3,0,ug/m^3,0.00584,ug/m^3
IMPAER,AGTI1,1,01/08/2022,Agua Tibia,CA,5.11432,ug/m^3,2.03734,ug/m^3,0.00448,ug/m^3,0.00202,ug/m^3,0.03434,ug/m^3,0.24696,ug/m^3,0.04052,ug/m^3,0.11027,ug/m^3,0.24525,ug/m^3,0.00058,ug/m^3,0.88067,ug/m^3,0.27242,ug/m^3,0.00227,ug/m^3,0.00033,ug/m^3,0.00614,ug/m^3
IMPAER,AGTI1,1,01/11/2022,Agua Tibia,CA,0.05439,ug/m^3,0.19029,ug/m^3,0.00038,ug/m^3,0,ug/m^3,0.01507,ug/m^3,0.01996,ug/m^3,0.02415,ug/m^3,0.00143,ug/m^3,0.11755,ug/m^3,0.0002,ug/m^3,0.12103,ug/m^3,0.04986,ug/m^3,0.00102,ug/m^3,0.00001,ug/m^3,0.00045,ug/m^3
IMPAER,AGTI1,1,01/14/2022,Agua Tibia,CA,0.30703,ug/m^3,0.58203,ug/m^3,0.00094,ug/m^3,0.00059,ug/m^3,0.01874,ug/m^3,0.0167,ug/m^3,0.0957,ug/m^3,-0.00064,ug/m^3,0.48861,ug/m^3,0.00021,ug/m^3,0.09503,ug/m^3,0.03709,ug/m^3,0.00331,ug/m^3,0.00001,ug/m^3,0.00155,ug/m^3
IMPAER,AGTI1,1,01/17/2022,Agua Tibia,CA,0.97729,ug/m^3,1.28871,ug/m^3,0.00176,ug/m^3,0.00097,ug/m^3,0.02683,ug/m^3,0.07648,ug/m^3,0.04526,ug/m^3,0.08836,ug/m^3,0.25258,ug/m^3,0.00029,ug/m^3,0.28798,ug/m^3,0.1066,ug/m^3,0.00201,ug/m^3,0.00072,ug/m^3,0.00506,ug/m^3
IMPAER,AGTI1,1,01/20/2022,Agua Tibia,CA,,,-999,ug/m^3,-999,ug/m^3,-999,ug/m^3,-999,ug/m^3,,,-999,ug/m^3,-999,ug/m^3,,,-999,ug/m^3,-999,ug/m^3,-999,ug/m^3,-999,ug/m^3,-999,ug/m^3,-999,ug/m^3
IMPAER,AGTI1,1,01/23/2022,Agua Tibia,CA,,,-999,ug/m^3,-999,ug/m^3,-999,ug/m^3,-999,ug/m^3,,,-999,ug/m^3,-999,ug/m^3,,,-999,ug/m^3,-999,ug/m^3,-999,ug/m^3,-999,ug/m^3,-999,ug/m^3,-999,ug/m^3
IMPAER,AGTI1,1,01/26/2022,Agua Tibia,CA,,,-999,ug/m^3,-999,ug/m^3,-999,ug/m^3,-999,ug/m^3,,,-999,ug/m^3,-999,ug/m^3,,,-999,ug/m^3,-999,ug/m^3,-999,ug/m^3,-999,ug/m^3,-999,ug/m^3,-999,ug/m^3
IMPAER,AGTI1,1,01/29/2022,Agua Tibia,CA,,,-999,ug/m^3,-999,ug/m^3,-999,ug/m^3,-999,ug/m^3,,,-999,ug/m^3,-999,ug/m^3,,,-999,ug/m^3,-999,ug/m^3,-999,ug/m^3,-999,ug/m^3,-999,ug/m^3,-999,ug/m^3
IMPAER,AGTI1,1,02/01/2022,Agua Tibia,CA,,,-999,ug/m^3,-999,ug/m^3,-999,ug/m^3,-999,ug/m^3,,,-999,ug/m^3,-999,ug/m^3,,,-999,ug/m^3,-999,ug/m^3,-999,ug/m^3,-999,ug/m^3,-999,ug/m^3,-999,ug/m^3
IMPAER,AGTI1,1,02/04/2022,Agua Tibia,CA,,,-999,ug/m^3,-999,ug/m^3,-999,ug/m^3,-999,ug/m^3,,,-999,ug/m^3,-999,ug/m^3,,,-999,ug/m^3,-999,ug/m^3,-999,ug/m^3,-999,ug/m^3,-999,ug/m^3,-999,ug/m^3
IMPAER,AGTI1,1,02/07/2022,Agua Tibia,CA,,,-999,ug/m^3,-999,ug/m^3,-999,ug/m^3,-999,ug/m^3,,,-999,ug/m^3,-999,ug/m^3,,,-999,ug/m^3,-999,ug/m^3,-999,ug/m^3,-999,ug/m^3,-999,ug/m^3,-999,ug/m^3
IMPAER,AGTI1,1,02/10/2022,Agua Tibia,CA,0.0403,ug/m^3,0.28394,ug/m^3,0.00029,ug/m^3,0,ug/m^3,0.02064,ug/m^3,0.01618,ug/m^3,0.10831,ug/m^3,-0.00033,ug/m^3,0.50556,ug/m^3,0.00008,ug/m^3,0.20766,ug/m^3,0.07314,ug/m^3,0.00296,ug/m^3,0,ug/m^3,0.00077,ug/m^3
IMPAER,AGTI1,1,02/13/2022,Agua Tibia,CA,0.06708,ug/m^3,0.48527,ug/m^3,0.00065,ug/m^3,0.00032,ug/m^3,0.02397,ug/m^3,0.0252,ug/m^3,0.10605,ug/m^3,0.02635,ug/m^3,0.50835,ug/m^3,0.0004,ug/m^3,0.17322,ug/m^3,0.06127,ug/m^3,0.00351,ug/m^3,0,ug/m^3,0.00084,ug/m^3
IMPAER,AGTI1,1,02/16/2022,Agua Tibia,CA,0.7087,ug/m^3,0.59426,ug/m^3,0.00067,ug/m^3,0.00001,ug/m^3,0.04011,ug/m^3,0.29786,ug/m^3,0.20016,ug/m^3,0.2358,ug/m^3,0.91173,ug/m^3,0.00081,ug/m^3,0.26396,ug/m^3,0.09658,ug/m^3,0.00464,ug/m^3,0,ug/m^3,0.00135,ug/m^3
IMPAER,AGTI1,1,02/19/2022,Agua Tibia,CA,0.17406,ug/m^3,1.06952,ug/m^3,0.00109,ug/m^3,0.00001,ug/m^3,0.02966,ug/m^3,0.02614,ug/m^3,0.07778,ug/m^3,0.05269,ug/m^3,0.38521,ug/m^3,0.00029,ug/m^3,0.16863,ug/m^3,0.06139,ug/m^3,0.00328,ug/m^3,0,ug/m^3,0.00142,ug/m^3
IMPAER,AGTI1,1,02/22/2022,Agua Tibia,CA,0.23402,ug/m^3,0.08859,ug/m^3,0.00016,ug/m^3,0,ug/m^3,0.0212,ug/m^3,1.49542,ug/m^3,0.00647,ug/m^3,0.53463,ug/m^3,0.06818,ug/m^3,0.00028,ug/m^3,0.31024,ug/m^3,0.10761,ug/m^3,0.00063,ug/m^3,0.00002,ug/m^3,0.00028,ug/m^3
IMPAER,AGTI1,1,02/25/2022,Agua Tibia,CA,0.81676,ug/m^3,1.14114,ug/m^3,0.00119,ug/m^3,0.00026,ug/m^3,0.04061,ug/m^3,0.01575,ug/m^3,0.1792,ug/m^3,0.02896,ug/m^3,0.8185,ug/m^3,0.00264,ug/m^3,0.26971,ug/m^3,0.10266,ug/m^3,0.00497,ug/m^3,0.00012,ug/m^3,0.00308,ug/m^3
IMPAER,AGTI1,1,02/28/2022,Agua Tibia,CA,0.04479,ug/m^3,0.33844,ug/m^3,0.00057,ug/m^3,0.00048,ug/m^3,0.01959,ug/m^3,0.0126,ug/m^3,0.06234,ug/m^3,0.01157,ug/m^3,0.30918,ug/m^3,0.00025,ug/m^3,0.22955,ug/m^3,0.08344,ug/m^3,0.00196,ug/m^3,0.0001,ug/m^3,0.00165,ug/m^3
IMPAER,AGTI1,1,03/03/2022,Agua Tibia,CA,1.11041,ug/m^3,0.94029,ug/m^3,0.00169,ug/m^3,0.00132,ug/m^3,0.03071,ug/m^3,0.17465,ug/m^3,0.09947,ug/m^3,0.17777,ug/m^3,0.51136,ug/m^3,0.0004,ug/m^3,0.58121,ug/m^3,0.22404,ug/m^3,0.00374,ug/m^3,0.00027,ug/m^3,0.00355,ug/m^3
IMPAER,AGTI1,1,03/06/2022,Agua Tibia,CA,0.72781,ug/m^3,0.75005,ug/m^3,0.00046,ug/m^3,0.00122,ug/m^3,0.03581,ug/m^3,0.9986,ug/m^3,0.02652,ug/m^3,0.48954,ug/m^3,0.14312,ug/m^3,0.00095,ug/m^3,0.42846,ug/m^3,0.17109,ug/m^3,0.00092,ug/m^3,0,ug/m^3,0.00084,ug/m^3
IMPAER,AGTI1,1,03/09/2022,Agua Tibia,CA,,,-999,ug/m^3,-999,ug/m^3,-999,ug/m^3,-999,ug/m^3,,,-999,ug/m^3,-999,ug/m^3,,,-999,ug/m^3,-999,ug/m^3,-999,ug/m^3,-999,ug/m^3,-999,ug/m^3,-999,ug/m^3
IMPAER,AGTI1,1,03/12/2022,Agua Tibia,CA,,,-999,ug/m^3,-999,ug/m^3,-999,ug/m^3,-999,ug/m^3,,,-999,ug/m^3,-999,ug/m^3,,,-999,ug/m^3,-999,ug/m^3,-999,ug/m^3,-999,ug/m^3,-999,ug/m^3,-999,ug/m^3
IMPAER,AGTI1,1,03/15/2022,Agua Tibia,CA,,,-999,ug/m^3,-999,ug/m^3,-999,ug/m^3,-999,ug/m^3,,,-999,ug/m^3,-999,ug/m^3,,,-999,ug/m^3,-999,ug/m^3,-999,ug/m^3,-999,ug/m^3,-999,ug/m^3,-999,ug/m^3
IMPAER,AGTI1,1,03/18/2022,Agua Tibia,CA,0.56164,ug/m^3,0.90018,ug/m^3,0.00979,ug/m^3,0.00033,ug/m^3,0.06185,ug/m^3,0.09059,ug/m^3,0.36912,ug/m^3,0.15549,ug/m^3,1.65825,ug/m^3,0.00166,ug/m^3,0.56253,ug/m^3,0.21968,ug/m^3,0.01034,ug/m^3,0.00007,ug/m^3,0.00388,ug/m^3
IMPAER,AGTI1,1,03/21/2022,Agua Tibia,CA,1.29682,ug/m^3,1.03514,ug/m^3,0.00188,ug/m^3,0.0003,ug/m^3,0.06251,ug/m^3,0.26901,ug/m^3,0.29606,ug/m^3,0.48439,ug/m^3,1.431,ug/m^3,0.00189,ug/m^3,0.45334,ug/m^3,0.17581,ug/m^3,0.00772,ug/m^3,0.00018,ug/m^3,0.0022,ug/m^3
IMPAER,AGTI1,1,03/24/2022,Agua Tibia,CA,,,-999,ug/m^3,-999,ug/m^3,-999,ug/m^3,-999,ug/m^3,,,-999,ug/m^3,-999,ug/m^3,,,-999,ug/m^3,-999,ug/m^3,-999,ug/m^3,-999,ug/m^3,-999,ug/m^3,-999,ug/m^3
IMPAER,AGTI1,1,03/27/2022,Agua Tibia,CA,,,-999,ug/m^3,-999,ug/m^3,-999,ug/m^3,-999,ug/m^3,,,-999,ug/m^3,-999,ug/m^3,,,-999,ug/m^3,-999,ug/m^3,-999,ug/m^3,-999,ug/m^3,-999,ug/m^3,-999,ug/m^3
IMPAER,AGTI1,1,03/30/2022,Agua Tibia,CA,,,-999,ug/m^3,-999,ug/m^3,-999,ug/m^3,-999,ug/m^3,,,-999,ug/m^3,-999,ug/m^3,,,-999,ug/m^3,-999,ug/m^3,-999,ug/m^3,-999,ug/m^3,-999,ug/m^3,-999,ug/m^3
IMPAER,BALD1,1,01/02/2022,Mount Baldy,AZ,0.01282,ug/m^3,0.25129,ug/m^3,0.00014,ug/m^3,0,ug/m^3,0.00397,ug/m^3,0.00266,ug/m^3,0.00588,ug/m^3,-0.00015,ug/m^3,0.02725,ug/m^3,0.00004,ug/m^3,0.05625,ug/m^3,0.02141,ug/m^3,0.00021,ug/m^3,0,ug/m^3,0.00018,ug/m^3
IMPAER,BALD1,1,01/05/2022,Mount Baldy,AZ,0.00378,ug/m^3,0.13513,ug/m^3,-0.00005,ug/m^3,0,ug/m^3,0.00177,ug/m^3,0.00283,ug/m^3,0.0036,ug/m^3,0.00516,ug/m^3,0.01898,ug/m^3,-0.00011,ug/m^3,0.04972,ug/m^3,0.01946,ug/m^3,0.00019,ug/m^3,0.00002,ug/m^3,0.00007,ug/m^3
IMPAER,BALD1,1,01/08/2022,Mount Baldy,AZ,0.08544,ug/m^3,0.36923,ug/m^3,0.00051,ug/m^3,0.00001,ug/m^3,0.0286,ug/m^3,0.01017,ug/m^3,0.00838,ug/m^3,0.00679,ug/m^3,0.03963,ug/m^3,-0.00006,ug/m^3,0.10293,ug/m^3,0.03998,ug/m^3,0.00014,ug/m^3,0.00006,ug/m^3,0.00067,ug/m^3
IMPAER,BALD1,1,01/11/2022,Mount Baldy,AZ,0.03163,ug/m^3,0.67142,ug/m^3,0.00011,ug/m^3,0,ug/m^3,0.00617,ug/m^3,0.00355,ug/m^3,0.00713,ug/m^3,-0.00122,ug/m^3,0.03735,ug/m^3,0.00021,ug/m^3,0.10206,ug/m^3,0.04275,ug/m^3,0.00023,ug/m^3,0,ug/m^3,0.00033,ug/m^3
IMPAER,BALD1,1,01/14/2022,Mount Baldy,AZ,0.02806,ug/m^3,0.15354,ug/m^3,-0.00002,ug/m^3,0,ug/m^3,0.00594,ug/m^3,0.00151,ug/m^3,0.03331,ug/m^3,0.00251,ug/m^3,0.1537,ug/m^3,0.00007,ug/m^3,0.07354,ug/m^3,0.03124,ug/m^3,0.00085,ug/m^3,0,ug/m^3,0.00021,ug/m^3
IMPAER,BALD1,1,01/17/2022,Mount Baldy,AZ,0.01325,ug/m^3,0.14421,ug/m^3,-0.00002,ug/m^3,0.00006,ug/m^3,0.00665,ug/m^3,0.00277,ug/m^3,0.03198,ug/m^3,-0.00094,ug/m^3,0.1337,ug/m^3,0.00001,ug/m^3,0.06853,ug/m^3,0.02736,ug/m^3,0.0006,ug/m^3,0,ug/m^3,0.00002,ug/m^3
IMPAER,BALD1,1,01/20/2022,Mount Baldy,AZ,0.14724,ug/m^3,0.28115,ug/m^3,0.00027,ug/m^3,0,ug/m^3,0.00547,ug/m^3,-0.00038,ug/m^3,0.01569,ug/m^3,0.00399,ug/m^3,0.06753,ug/m^3,0.00013,ug/m^3,0.17151,ug/m^3,0.06873,ug/m^3,0.00037,ug/m^3,0,ug/m^3,0.00039,ug/m^3
IMPAER,BALD1,1,01/23/2022,Mount Baldy,AZ,0.29814,ug/m^3,0.5806,ug/m^3,0.00029,ug/m^3,0.00001,ug/m^3,0.02296,ug/m^3,0.00405,ug/m^3,0.10008,ug/m^3,-0.00111,ug/m^3,0.44914,ug/m^3,0.0001,ug/m^3,0.40033,ug/m^3,0.16182,ug/m^3,0.00199,ug/m^3,0.00001,ug/m^3,0.00076,ug/m^3
IMPAER,BALD1,1,01/26/2022,Mount Baldy,AZ,0.11159,ug/m^3,0.22438,ug/m^3,0,ug/m^3,0,ug/m^3,0.00721,ug/m^3,0.00164,ug/m^3,0.01806,ug/m^3,-0.00077,ug/m^3,0.07706,ug/m^3,0.00013,ug/m^3,0.19237,ug/m^3,0.07704,ug/m^3,0.00029,ug/m^3,0,ug/m^3,0.00035,ug/m^3
IMPAER,BALD1,1,01/29/2022,Mount Baldy,AZ,0.03311,ug/m^3,0.17123,ug/m^3,0.00003,ug/m^3,0.0003,ug/m^3,0.00497,ug/m^3,0.0027,ug/m^3,0.01265,ug/m^3,0.00095,ug/m^3,0.061,ug/m^3,0.00009,ug/m^3,0.10167,ug/m^3,0.04297,ug/m^3,0.00024,ug/m^3,0.00005,ug/m^3,0.00014,ug/m^3
IMPAER,BALD1,1,02/01/2022,Mount Baldy,AZ,0.03741,ug/m^3,0.22381,ug/m^3,0.00026,ug/m^3,0,ug/m^3,0.00428,ug/m^3,0.00193,ug/m^3,0.01721,ug/m^3,0.00913,ug/m^3,0.07319,ug/m^3,0.00007,ug/m^3,0.08196,ug/m^3,0.03361,ug/m^3,0.00026,ug/m^3,0,ug/m^3,0.00031,ug/m^3
IMPAER,BALD1,1,02/04/2022,Mount Baldy,AZ,0.11036,ug/m^3,0.32296,ug/m^3,0.00002,ug/m^3,0,ug/m^3,0.00598,ug/m^3,0.00427,ug/m^3,0.01249,ug/m^3,-0.00021,ug/m^3,0.05909,ug/m^3,0.00014,ug/m^3,0.12482,ug/m^3,0.05273,ug/m^3,0.00031,ug/m^3,0.00002,ug/m^3,0.00038,ug/m^3
IMPAER,BALD1,1,02/07/2022,Mount Baldy,AZ,0.06615,ug/m^3,0.26216,ug/m^3,0.00008,ug/m^3,0.00009,ug/m^3,0.00536,ug/m^3,0.00103,ug/m^3,0.01701,ug/m^3,0.00599,ug/m^3,0.08741,ug/m^3,-0.00006,ug/m^3,0.10307,ug/m^3,0.03845,ug/m^3,0.00058,ug/m^3,0,ug/m^3,0.00047,ug/m^3
IMPAER,BALD1,1,02/10/2022,Mount Baldy,AZ,0.04289,ug/m^3,0.19078,ug/m^3,0.00029,ug/m^3,0.00009,ug/m^3,0.01149,ug/m^3,-0.00115,ug/m^3,0.04653,ug/m^3,-0.00036,ug/m^3,0.22068,ug/m^3,0.00012,ug/m^3,0.2064,ug/m^3,0.07881,ug/m^3,0.00122,ug/m^3,0,ug/m^3,0.00056,ug/m^3
IMPAER,BALD1,1,02/13/2022,Mount Baldy,AZ,0.02468,ug/m^3,0.1315,ug/m^3,0,ug/m^3,0,ug/m^3,0.01051,ug/m^3,-0.00113,ug/m^3,0.04727,ug/m^3,-0.00015,ug/m^3,0.222,ug/m^3,0.00013,ug/m^3,0.09213,ug/m^3,0.03296,ug/m^3,0.00141,ug/m^3,0,ug/m^3,0.00025,ug/m^3
IMPAER,BALD1,1,02/16/2022,Mount Baldy,AZ,0.11046,ug/m^3,0.2453,ug/m^3,0.00033,ug/m^3,0,ug/m^3,0.01903,ug/m^3,0.02192,ug/m^3,0.10826,ug/m^3,0.02448,ug/m^3,0.46833,ug/m^3,0.00031,ug/m^3,0.23039,ug/m^3,0.08894,ug/m^3,0.00254,ug/m^3,0.00008,ug/m^3,0.00059,ug/m^3
IMPAER,BALD1,1,02/19/2022,Mount Baldy,AZ,0.03519,ug/m^3,0.28149,ug/m^3,0.00061,ug/m^3,0,ug/m^3,0.01034,ug/m^3,0.00203,ug/m^3,0.03789,ug/m^3,0.00401,ug/m^3,0.16548,ug/m^3,0.00022,ug/m^3,0.12782,ug/m^3,0.04863,ug/m^3,0.0008,ug/m^3,0.00012,ug/m^3,0.00046,ug/m^3
IMPAER,BALD1,1,02/22/2022,Mount Baldy,AZ,0.43062,ug/m^3,0.22583,ug/m^3,0.00029,ug/m^3,0,ug/m^3,0.01861,ug/m^3,0.11011,ug/m^3,0.05544,ug/m^3,0.101,ug/m^3,0.2489,ug/m^3,0.00046,ug/m^3,0.41372,ug/m^3,0.10973,ug/m^3,0.00157,ug/m^3,0.00006,ug/m^3,0.00083,ug/m^3
IMPAER,BALD1,1,02/25/2022,Mount Baldy,AZ,0.09645,ug/m^3,0.30337,ug/m^3,0.00042,ug/m^3,0,ug/m^3,0.01228,ug/m^3,0.00787,ug/m^3,0.05226,ug/m^3,0.01188,ug/m^3,0.24008,ug/m^3,0.00024,ug/m^3,0.20792,ug/m^3,0.07721,ug/m^3,0.00135,ug/m^3,0.00005,ug/m^3,0.00083,ug/m^3
IMPAER,BALD1,1,02/28/2022,Mount Baldy,AZ,0.05257,ug/m^3,0.55707,ug/m^3,0.00031,ug/m^3,0,ug/m^3,0.01463,ug/m^3,-0.00455,ug/m^3,0.03533,ug/m^3,0.00772,ug/m^3,0.1669,ug/m^3,0.00039,ug/m^3,0.29273,ug/m^3,0.10845,ug/m^3,0.00105,ug/m^3,0.0001,ug/m^3,0.00109,ug/m^3
IMPAER,BALD1,1,03/03/2022,Mount Baldy,AZ,0.15733,ug/m^3,0.6135,ug/m^3,0.00161,ug/m^3,0.00026,ug/m^3,0.03737,ug/m^3,0.00934,ug/m^3,0.15409,ug/m^3,0.01654,ug/m^3,0.67532,ug/m^3,0.00035,ug/m^3,0.44214,ug/m^3,0.16112,ug/m^3,0.00281,ug/m^3,0,ug/m^3,0.00291,ug/m^3
IMPAER,BALD1,1,03/06/2022,Mount Baldy,AZ,0.21633,ug/m^3,0.14141,ug/m^3,0.00019,ug/m^3,0.00021,ug/m^3,0.0238,ug/m^3,0.11707,ug/m^3,0.1816,ug/m^3,0.06741,ug/m^3,0.78126,ug/m^3,0.00061,ug/m^3,0.24279,ug/m^3,0.08591,ug/m^3,0.00351,ug/m^3,0,ug/m^3,0.00049,ug/m^3
IMPAER,BALD1,1,03/09/2022,Mount Baldy,AZ,0.11734,ug/m^3,0.24014,ug/m^3,0.00029,ug/m^3,0,ug/m^3,0.01077,ug/m^3,-0.00387,ug/m^3,0.05332,ug/m^3,0.00395,ug/m^3,0.23262,ug/m^3,0.00024,ug/m^3,0.24165,ug/m^3,0.09161,ug/m^3,0.00139,ug/m^3,0.00003,ug/m^3,0.00087,ug/m^3
IMPAER,BALD1,1,03/12/2022,Mount Baldy,AZ,0.02417,ug/m^3,0.19626,ug/m^3,0.00003,ug/m^3,0.00009,ug/m^3,0.00677,ug/m^3,0.0004,ug/m^3,0.03003,ug/m^3,0.00818,ug/m^3,0.13455,ug/m^3,0.00007,ug/m^3,0.181,ug/m^3,0.06786,ug/m^3,0.0009,ug/m^3,0.00003,ug/m^3,0.00023,ug/m^3
IMPAER,BALD1,1,03/15/2022,Mount Baldy,AZ,0.05525,ug/m^3,0.26522,ug/m^3,0.00034,ug/m^3,0.00001,ug/m^3,0.01481,ug/m^3,0.00131,ug/m^3,0.10364,ug/m^3,0.02034,ug/m^3,0.45114,ug/m^3,0.00044,ug/m^3,0.17052,ug/m^3,0.06214,ug/m^3,0.00239,ug/m^3,0,ug/m^3,0.0004,ug/m^3
IMPAER,BALD1,1,03/18/2022,Mount Baldy,AZ,0.10882,ug/m^3,0.1636,ug/m^3,0.00026,ug/m^3,0.00001,ug/m^3,0.01629,ug/m^3,0.00099,ug/m^3,0.12594,ug/m^3,-0.00213,ug/m^3,0.56107,ug/m^3,0.00034,ug/m^3,0.21386,ug/m^3,0.07535,ug/m^3,0.00311,ug/m^3,0.00006,ug/m^3,0.00061,ug/m^3
IMPAER,BALD1,1,03/21/2022,Mount Baldy,AZ,0.17776,ug/m^3,0.133,ug/m^3,0.00021,ug/m^3,0.00035,ug/m^3,0.03884,ug/m^3,0.00756,ug/m^3,0.31185,ug/m^3,0.01767,ug/m^3,1.33173,ug/m^3,0.00107,ug/m^3,0.25172,ug/m^3,0.09089,ug/m^3,0.00709,ug/m^3,0,ug/m^3,0.00049,ug/m^3
IMPAER,BALD1,1,03/24/2022,Mount Baldy,AZ,0.03017,ug/m^3,0.16816,ug/m^3,0.00004,ug/m^3,0,ug/m^3,0.00596,ug/m^3,-0.00448,ug/m^3,0.03783,ug/m^3,0.00161,ug/m^3,0.17181,ug/m^3,0.00018,ug/m^3,0.09144,ug/m^3,0.03549,ug/m^3,0.00093,ug/m^3,0,ug/m^3,0.00049,ug/m^3
IMPAER,BALD1,1,03/27/2022,Mount Baldy,AZ,0.10137,ug/m^3,0.52421,ug/m^3,0.00059,ug/m^3,0.00019,ug/m^3,0.02678,ug/m^3,0,ug/m^3,0.15297,ug/m^3,-0.00026,ug/m^3,0.67377,ug/m^3,0.00031,ug/m^3,0.18138,ug/m^3,0.06427,ug/m^3,0.0036,ug/m^3,0,ug/m^3,0.00106,ug/m^3
IMPAER,BALD1,1,03/30/2022,Mount Baldy,AZ,0.21006,ug/m^3,0.41993,ug/m^3,0.00012,ug/m^3,0.00031,ug/m^3,0.03062,ug/m^3,0.04905,ug/m^3,0.23723,ug/m^3,0.02267,ug/m^3,1.21217,ug/m^3,0.0029,ug/m^3,0.19068,ug/m^3,0.0693,ug/m^3,0.00448,ug/m^3,0.00004,ug/m^3,0.00049,ug/m^3
IMPAER,BLIS2,1,01/02/2022,Bliss SP (TRPA),CA,,,-999,ug/m^3,-999,ug/m^3,-999,ug/m^3,-999,ug/m^3,,,-999,ug/m^3,-999,ug/m^3,,,-999,ug/m^3,-999,ug/m^3,-999,ug/m^3,-999,ug/m^3,-999,ug/m^3,-999,ug/m^3
IMPAER,BLIS2,1,01/05/2022,Bliss SP (TRPA),CA,0.00862,ug/m^3,0.05812,ug/m^3,0.00004,ug/m^3,0.00011,ug/m^3,0.0014,ug/m^3,0.00788,ug/m^3,0.00351,ug/m^3,-0.00098,ug/m^3,0.0186,ug/m^3,0.00005,ug/m^3,0.07514,ug/m^3,0.02897,ug/m^3,0.00006,ug/m^3,0,ug/m^3,0.00014,ug/m^3
IMPAER,BLIS2,1,01/08/2022,Bliss SP (TRPA),CA,0.02147,ug/m^3,0.1286,ug/m^3,-0.00007,ug/m^3,0,ug/m^3,0.00151,ug/m^3,0.01204,ug/m^3,0.00332,ug/m^3,0.00272,ug/m^3,0.01751,ug/m^3,0.00008,ug/m^3,0.03243,ug/m^3,0.01277,ug/m^3,0,ug/m^3,0,ug/m^3,0.00007,ug/m^3
IMPAER,BLIS2,1,01/11/2022,Bliss SP (TRPA),CA,0.03735,ug/m^3,0.54952,ug/m^3,-0.00001,ug/m^3,0,ug/m^3,0.00503,ug/m^3,0.01372,ug/m^3,0.01596,ug/m^3,-0.00096,ug/m^3,0.07336,ug/m^3,0.00036,ug/m^3,0.06808,ug/m^3,0.02747,ug/m^3,0.00043,ug/m^3,0,ug/m^3,0.00013,ug/m^3
IMPAER,BLIS2,1,01/14/2022,Bliss SP (TRPA),CA,0.06524,ug/m^3,0.47311,ug/m^3,0.00011,ug/m^3,0.00001,ug/m^3,0.01245,ug/m^3,0.00913,ug/m^3,0.01434,ug/m^3,0.01023,ug/m^3,0.0652,ug/m^3,-0.00003,ug/m^3,0.05856,ug/m^3,0.02429,ug/m^3,0.00041,ug/m^3,0.00001,ug/m^3,0.00139,ug/m^3
IMPAER,BLIS2,1,01/17/2022,Bliss SP (TRPA),CA,0.03816,ug/m^3,0.57731,ug/m^3,0.00012,ug/m^3,0,ug/m^3,0.00586,ug/m^3,0.01402,ug/m^3,0.01305,ug/m^3,0.013,ug/m^3,0.05598,ug/m^3,0.00016,ug/m^3,0.07142,ug/m^3,0.02768,ug/m^3,0.00037,ug/m^3,0.00003,ug/m^3,0.00029,ug/m^3
IMPAER,BLIS2,1,01/20/2022,Bliss SP (TRPA),CA,0.07626,ug/m^3,0.40587,ug/m^3,0.00022,ug/m^3,0,ug/m^3,0.00765,ug/m^3,0.01829,ug/m^3,0.02002,ug/m^3,-0.00076,ug/m^3,0.08922,ug/m^3,0.00013,ug/m^3,0.09573,ug/m^3,0.03932,ug/m^3,0.00041,ug/m^3,0.00001,ug/m^3,0.00046,ug/m^3
IMPAER,BLIS2,1,01/23/2022,Bliss SP (TRPA),CA,0.02019,ug/m^3,0.16639,ug/m^3,0.00003,ug/m^3,0,ug/m^3,0.0031,ug/m^3,0.02615,ug/m^3,0.01495,ug/m^3,-0.00081,ug/m^3,0.06883,ug/m^3,0.00005,ug/m^3,0.05191,ug/m^3,0.01964,ug/m^3,0.00046,ug/m^3,0.00001,ug/m^3,0.00007,ug/m^3
